Title,Hours Viewed,id,vote_average,vote_count,release_date,revenue,runtime,budget,original_language,original_title,overview,popularity,poster_path,genres,visualizaciones,budget_millions,budget_category
Hereditary,7800000,493922,7.274,6880,2018-06-07,82530552,128.0,10000000,en,Hereditary,"When Ellen, the matriarch of the Graham family, passes away, her daughter's family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",38.531,/p9fmuz2Oj3HtEJEqbIwkFGUhVXD.jpg,"Horror, Mystery, Thriller",60937.5,10.0,Medio
High Crimes,2800000,11560,6.328,708,2002-04-05,63781810,115.0,42000000,en,High Crimes,"A female attorney learns that her husband is really a marine officer awol for fifteen years and accused of murdering fifteen civilians in El Salvador. Believing her husband when he tells her that he's being framed as part of a U.S. Military cover-up, the attorney defends him in a military court.",19.076,/9sj9rUr7Vu5IfOQHnYKnJuVEw0B.jpg,"Drama, Mystery, Thriller, Crime",24347.82608695652,42.0,Medio
High Plains Drifter,5400000,11901,7.396,1023,1973-04-19,15700000,105.0,5500000,en,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",22.79,/4hDSqJAdDaJfSHoJZ6pR8q5f3wZ.jpg,"Western, Drama, Mystery",51428.57142857143,5.5,Medio
Hit & Run,27600000,109513,5.706,491,2012-08-22,14400000,100.0,2000000,en,Hit & Run,"When former getaway driver Charlie Bronson jeopardises his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles, the feds and Charlie's former gang chase them on the road.",13.168,/2n3FTpj2AmucfvgZ5tunZxZ2Jvf.jpg,"Action, Comedy, Romance",276000.0,2.0,Bajo
Hitch,2300000,8488,6.551,5367,2005-02-11,371600000,118.0,70000000,en,Hitch,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",23.127,/x3W9H3nhGQbWSlyI8Amp2F6Z6cz.jpg,"Comedy, Drama, Romance",19491.525423728814,70.0,Alto
Hitting the Apex,400000,357681,7.689,114,2015-09-02,0,138.0,1000000,en,Hitting the Apex,"The inside story of six fighters – six of the fastest motorcycle racers of all time – and of the fates that awaited them at the peak of the sport. It's the story of what is at stake for all of them: all that can be won, and all that can be lost, when you go chasing glory at over two hundred miles an hour – on a motorcycle.",7.361,/yicoO5FcYUQLHXwepxIMtdiEkDU.jpg,Documentary,2898.550724637681,1.0,Bajo
Hollow Man,400000,9383,5.918,2310,2000-08-04,190213455,112.0,95000000,en,Hollow Man,"Cocky researcher Sebastian Caine is working on a project to make living creatures invisible. Determined to achieve the ultimate breakthrough, Caine pushes his team to move to the next phase — using himself as the subject. The test is a success, but when the process can't be reversed and Caine seems doomed to future without flesh, he starts to turn increasingly dangerous.",30.109,/nAasMJGaytKKsMGbrXJr0g8OufK.jpg,"Action, Science Fiction, Thriller",3571.4285714285716,95.0,Alto
Hollywood,4900000,545364,0.0,0,1923-08-19,0,80.0,202,en,Hollywood,"Angela comes to Hollywood with only two things: Her dream to become a movie star, and Grandpa. She leaves an Aunt, a brother, Grandma, and her longtime boyfriend back in Centerville. Despite seeing major movie stars around every corner, and knocking on every casting office door in town, at the end of her first day she is still unemployed. To her horror, when she arrives back at their hotel, she finds that Grandpa has been cast in a movie by William DeMille and quickly becomes a star during the ensuing weeks. Her family, worried that Angela and Grandpa are getting into trouble, come to Hollywood to drag them back home. In short order Aunt, Grandma, brother, boyfriend and even the parrot become superstars, but Angela is still unemployed...",1.908,/g0Tz1LZCXNOLTWTLsvLSqFsD1Jy.jpg,"Comedy, Drama",61250.0,0.000202,Bajo
Hollywood Homicide,500000,11375,5.238,563,2003-06-09,51142659,116.0,75000000,en,Hollywood Homicide,"Joe Gavilan and his new partner K. C. Calden, are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",10.843,/Am7AhZYG7HLksY5E35oaEJ3Desz.jpg,"Action, Adventure, Comedy, Thriller",4310.3448275862065,75.0,Alto
Holmes & Watson,400000,426563,4.294,763,2018-12-25,40462793,90.0,42000000,en,Holmes & Watson,"Detective Sherlock Holmes and Dr. John Watson join forces to investigate a murder at Buckingham Palace. They soon learn that they have only four days to solve the case, or the queen will become the next victim.",8.55,/orEUlKndjV1rEcWqXbbjegjfv97.jpg,"Mystery, Adventure, Comedy, Crime",4444.444444444444,42.0,Medio
Home Again,4800000,427900,6.118,1125,2017-09-07,27020284,97.0,12000000,en,Home Again,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,13.053,/pE4VHzhDZgvbx2QOllaXXPADiW1.jpg,"Comedy, Drama, Romance",49484.536082474224,12.0,Medio
Home Team,17800000,475380,6.1,9,2017-06-22,0,102.0,1200000,es,Mi mundial,"Tito is 13 years old and extremely gifted at soccer, his genius brings him a contract that lifts him and his family out of poverty. He shines with his goals, but turns into a petty player, drops out of school, and has no friends. Tito becomes the breadwinner of the family and his father no longer has the authority to force him to finish school. When Tito is one step away from consecrating himself, something unexpected will make his dream disappear. Having lost everything he must return to his village. Tito will have to face the most difficult challenge of his life: to stand up and keep going.",2.224,/kuHlEiRVQHLXR91gFpVEEgR9SOf.jpg,"Drama, Family",174509.80392156861,1.2,Bajo
Honey Girls,1300000,873633,5.1,7,2021-10-19,0,90.0,7500000,en,Honey Girls,"Mega pop star, Fancy G, hosts a contest to find the next big solo artist. But the young contestants realize they are ""better together"" and secretly form a band called Honey Girls and become a huge hit cloaked in mystery.",5.169,/mH1WZ0pZQuYxL3HnBwvZ4cEF1p2.jpg,"Music, Family",14444.444444444445,7.5,Medio
Horrible Bosses,500000,51540,6.565,5940,2011-07-08,209838559,98.0,35000000,en,Horrible Bosses,"For Nick, Kurt and Dale, the only thing that would make the daily grind more tolerable would be to grind their intolerable bosses into dust. Quitting is not an option, so, with the benefit of a few-too-many drinks and some dubious advice from a hustling ex-con, the three friends devise a convoluted and seemingly foolproof plan to rid themselves of their respective employers... permanently.",25.142,/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,"Comedy, Crime",5102.040816326531,35.0,Medio
Horrible Bosses 2,900000,227159,6.182,3872,2014-11-12,107670357,108.0,42000000,en,Horrible Bosses 2,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",29.496,/boBOkwIqgrs8noxBUSDkkicKa4K.jpg,Comedy,8333.333333333334,42.0,Medio
Horsemen,3100000,18476,5.877,517,2009-02-06,1017401,90.0,20000000,en,Horsemen,A recently widowed detective still grieving over his wife's death discovers a shocking connection between himself and the suspects in a serial killing spree linked to the Four Horsemen of the Apocalypse.,11.911,/sIVBGmRXsPuI1TES9sKUImMOw2Q.jpg,"Crime, Drama, Horror, Mystery, Thriller",34444.444444444445,20.0,Medio
Host,100000,910802,0.0,0,2021-12-02,0,15.0,10000,ca,Hoste,"Pedro is an old man who lives by himself on the mountain but, every night, something strange comes to visit him...",0.6,/b6ArIuLoq70tGrRYM4H7bIV4Lwd.jpg,"Horror, Drama",6666.666666666667,0.01,Bajo
Hostel: Part II,900000,1691,5.814,1833,2007-06-08,35728183,93.0,10200000,en,Hostel: Part II,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",19.122,/qB20aiY8Ah3pQikkBxm3j7jQVc8.jpg,Horror,9677.41935483871,10.2,Medio
Hostel: Part III,1900000,71670,5.086,1052,2011-12-27,0,88.0,6000000,en,Hostel: Part III,"Set in Las Vegas, the film centers on a man who attends his best friend's bachelor party, unaware of an insidious agenda that plays into hunting humans.",17.217,/ieO49ludO6DxRVV8u1LKMjtrDLN.jpg,Horror,21590.909090909092,6.0,Medio
Hot Fuzz,1500000,4638,7.554,6929,2007-02-14,80573774,121.0,12000000,en,Hot Fuzz,"As a former London constable, Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",24.96,/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,"Crime, Action, Comedy",12396.694214876034,12.0,Medio
Hotel Artemis,100000,406761,6.0,1421,2018-06-07,12371132,94.0,15000000,en,Hotel Artemis,"Los Angeles, June 21st, 2028. While the streets are being torn apart by riots, the Nurse, who runs a clandestine hospital for criminals in the penthouse of the Artemis, a closed old hotel, has a rough night dealing with troublemaker clients: thieves, assassins, someone from the past and the one who owns the place and the whole city.",14.171,/gchhqclKEEwwAOzdILPWBO14ONB.jpg,"Thriller, Science Fiction, Action",1063.8297872340424,15.0,Medio
Hotel Transylvania,11000000,76492,7.0,8037,2012-09-20,358375603,91.0,85000000,en,Hotel Transylvania,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!",50.394,/eJGvzGrsfe2sqTUPv5IwLWXjVuR.jpg,"Animation, Comedy, Family, Fantasy",120879.12087912088,85.0,Alto
Hotel Transylvania 2,67000000,159824,6.8,5338,2015-09-21,473226958,89.0,80000000,en,Hotel Transylvania 2,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.",36.252,/kKFgwQnR5q08UFsAvtoYyTIiHyj.jpg,"Animation, Comedy, Family, Fantasy",752808.988764045,80.0,Alto
Hotel Transylvania 3: Summer Vacation,27300000,400155,6.897,4056,2018-06-28,528600000,97.0,80000000,en,Hotel Transylvania 3: Summer Vacation,"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer.",35.492,/gjAFM4xhA5vyLxxKMz38ujlUfDL.jpg,"Animation, Comedy, Family, Fantasy",281443.2989690722,80.0,Alto
Hotel for Dogs,100000,15189,6.0,810,2009-01-16,117000198,100.0,35000000,en,Hotel for Dogs,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother, Bruce, turn an abandoned hotel into a home for their dog. Soon other strays arrive, and the hotel becomes a haven for every orphaned canine in town. But the kids have to do some quick thinking to keep the cops off their tails.",17.895,/xuCsYoRiWyFiBLMvpNyn2S3VR9z.jpg,"Comedy, Family",1000.0,35.0,Medio
House at the End of the Street,400000,82505,5.792,1681,2012-09-21,44287131,101.0,6900000,en,House at the End of the Street,"A mother and daughter move to a new town and find themselves living next door to a house where a young girl murdered her parents. When the daughter befriends the surviving son, she learns the story is far from over.",21.816,/bgHeZ5g7YyxKcwWw1tgyAMy0czy.jpg,"Horror, Thriller",3960.3960396039606,6.9,Medio
House of Wax,700000,10066,5.931,2766,2005-05-05,68766121,113.0,40000000,en,House of Wax,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,33.603,/r0v8qg78Ol9NIsRGe3DME27ORpd.jpg,"Horror, Thriller",6194.690265486725,40.0,Medio
House of Wax,700000,18573,6.923,285,1953-04-16,23800000,88.0,658000,en,House of Wax,"A New York sculptor who opens a wax museum to showcase the likenesses of famous historical figures runs into trouble with his business partner, who demands that the exhibits become more extreme in order to increase profits.",20.812,/5Di30K5NzAtYMjBSAABwgZHV0Ro.jpg,"Horror, Crime",7954.545454545455,0.658,Bajo
Housesitter,500000,10407,6.116,389,1992-06-12,94,102.0,26,en,Housesitter,"After building his dream house, architect Newton Davis proposes marriage to his girlfriend, only to be summarily rejected. He seeks solace in a one-night stand with a waitress, never imagining that a woman he slept with once would end up posing as his wife. Gwen's ruse is so effective that by the time Newton learns of his ""marriage,"" the entire town feels like they know him.",11.691,/A9Ojij6kEwe8LSnMieiPyPCXShx.jpg,"Comedy, Romance",4901.9607843137255,2.6e-05,Bajo
Housos vs. Authority,200000,172040,5.2,6,2012-11-01,1386692,103.0,200000,en,Housos vs. Authority,"Franky and his best mate Dazza travel in a drug-laden campervan from the western outskirts of Sydney to Uluru so that Dazza's foul-mouthed girlfriend, Shazza, can be reunited with the dying mother she hasn't seen since she was three.",2.02,/sTMvlSK77mDRUvwfie8tLIqdmTm.jpg,Comedy,1941.7475728155339,0.2,Bajo
How Do You Know,6000000,42888,5.293,889,2010-12-17,48668907,121.0,120000000,en,How Do You Know,"After being cut from the USA softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",12.468,/jbOnp79eUZxQHgcdnTIRlxel1dE.jpg,"Comedy, Drama, Romance",49586.776859504134,120.0,Alto
